Date,File Path,Keywords Found
4-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/4-March-2008_Lok Sabha Debates.pdf,"drugs, sex"
5-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/5-March-2008_Lok Sabha Debates.pdf,"drugs, sex"
3-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/3-March-2008_Lok Sabha Debates.pdf,drugs
17-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/17-March-2008_Lok Sabha Debates.pdf,drugs
21-July-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/21-July-2008_Lok Sabha Debates.pdf,No keywords found
17-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/17-April-2008_Lok Sabha Debates.pdf,drugs
13-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/13-March-2008_Lok Sabha Debates.pdf,drugs
11-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/11-March-2008_Lok Sabha Debates.pdf,"drugs, sex"
16-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/16-April-2008_Lok Sabha Debates.pdf,"drugs, sex"
18-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/18-March-2008_Lok Sabha Debates.pdf,"drugs, sex"
19-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/19-March-2008_Lok Sabha Debates.pdf,"abortion, drugs, sex"
24-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/24-April-2008_Lok Sabha Debates.pdf,"drugs, sex"
23-October-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/23-October-2008_Lok Sabha Debates.pdf,No keywords found
22-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/22-April-2008_Lok Sabha Debates.pdf,"drugs, sex"
14-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/14-March-2008_Lok Sabha Debates.pdf,"drugs, sex"
22-July-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/22-July-2008_Lok Sabha Debates.pdf,No keywords found
29-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/29-April-2008_Lok Sabha Debates.pdf,"drugs, sex"
21-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/21-April-2008_Lok Sabha Debates.pdf,drugs
23-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/23-April-2008_Lok Sabha Debates.pdf,"drugs, sex"
28-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/28-April-2008_Lok Sabha Debates.pdf,drugs
15-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/15-April-2008_Lok Sabha Debates.pdf,"drugs, sex"
17-October-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/17-October-2008_Lok Sabha Debates.pdf,drugs
5-May-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/5-May-2008_Lok Sabha Debates.pdf,No keywords found
12-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/12-February-2009_Lok Sabha Debates.pdf,drugs
16-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/16-February-2009_Lok Sabha Debates.pdf,No keywords found
30-April-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/30-April-2008_Lok Sabha Debates.pdf,"drugs, sex"
12-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/12-March-2008_Lok Sabha Debates.pdf,"drugs, sex"
22-October-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/22-October-2008_Lok Sabha Debates.pdf,drugs
10-March-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/10-March-2008_Lok Sabha Debates.pdf,"drugs, sex"
22-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/22-December-2008_Lok Sabha Debates.pdf,"drugs, sex"
20-October-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/20-October-2008_Lok Sabha Debates.pdf,drugs
18-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/18-December-2008_Lok Sabha Debates.pdf,drugs
2-June-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/2-June-2009_Lok Sabha Debates.pdf,No keywords found
24-October-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/24-October-2008_Lok Sabha Debates.pdf,"drugs, sex"
13-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/13-February-2009_Lok Sabha Debates.pdf,No keywords found
4-June-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/4-June-2009_Lok Sabha Debates.pdf,No keywords found
3-June-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/3-June-2009_Lok Sabha Debates.pdf,No keywords found
1-June-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/1-June-2009_Lok Sabha Debates.pdf,No keywords found
26-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/26-February-2009_Lok Sabha Debates.pdf,drugs
12-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/12-December-2008_Lok Sabha Debates.pdf,drugs
11-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/11-December-2008_Lok Sabha Debates.pdf,drugs
15-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/15-December-2008_Lok Sabha Debates.pdf,drugs
16-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/16-December-2008_Lok Sabha Debates.pdf,"drugs, sex"
20-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/20-February-2009_Lok Sabha Debates.pdf,drugs
6-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/6-July-2009_Lok Sabha Debates.pdf,drugs
17-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/17-February-2009_Lok Sabha Debates.pdf,drugs
9-June-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/9-June-2009_Lok Sabha Debates.pdf,No keywords found
19-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/19-December-2008_Lok Sabha Debates.pdf,"drugs, sex"
17-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/17-December-2008_Lok Sabha Debates.pdf,"abortion, drugs, sex"
5-June-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/5-June-2009_Lok Sabha Debates.pdf,"drugs, sex"
21-October-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/21-October-2008_Lok Sabha Debates.pdf,"drugs, sex"
23-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/23-December-2008_Lok Sabha Debates.pdf,"drugs, sex"
24-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/24-February-2009_Lok Sabha Debates.pdf,drugs
8-June-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/8-June-2009_Lok Sabha Debates.pdf,"drugs, sex"
19-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/19-February-2009_Lok Sabha Debates.pdf,drugs
18-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/18-February-2009_Lok Sabha Debates.pdf,"drugs, sex"
25-February-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/25-February-2009_Lok Sabha Debates.pdf,drugs
16-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/16-July-2009_Lok Sabha Debates.pdf,drugs
2-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/2-July-2009_Lok Sabha Debates.pdf,drugs
9-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/9-July-2009_Lok Sabha Debates.pdf,drugs
10-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/10-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
10-December-2008,/Users/Aaryan/Desktop/Lok Sabha Debates/2008/10-December-2008_Lok Sabha Debates.pdf,"abortion, drugs, sex"
3-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/3-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
13-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/13-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
15-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/15-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
23-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/23-July-2009_Lok Sabha Debates.pdf,"abortion, drugs, sex"
14-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/14-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
7-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/7-July-2009_Lok Sabha Debates.pdf,drugs
30-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/30-July-2009_Lok Sabha Debates.pdf,drugs
20-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/20-July-2009_Lok Sabha Debates.pdf,drugs
28-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/28-July-2009_Lok Sabha Debates.pdf,"abortion, drugs"
8-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/8-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
24-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/24-July-2009_Lok Sabha Debates.pdf,drugs
3-August-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/3-August-2009_Lok Sabha Debates.pdf,drugs
17-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/17-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
29-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/29-July-2009_Lok Sabha Debates.pdf,"abortion, drugs, sex"
21-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/21-July-2009_Lok Sabha Debates.pdf,drugs
22-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/22-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
27-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/27-July-2009_Lok Sabha Debates.pdf,"drugs, sex"
31-July-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/31-July-2009_Lok Sabha Debates.pdf,drugs
19-November-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/19-November-2009_Lok Sabha Debates.pdf,drugs
7-August-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/7-August-2009_Lok Sabha Debates.pdf,drugs
6-August-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/6-August-2009_Lok Sabha Debates.pdf,"drugs, sex"
20-November-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/20-November-2009_Lok Sabha Debates.pdf,"drugs, sex"
23-November-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/23-November-2009_Lok Sabha Debates.pdf,drugs
4-August-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/4-August-2009_Lok Sabha Debates.pdf,"drugs, sex"
22-February-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/22-February-2010_Lok Sabha Debates.pdf,drugs
26-November-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/26-November-2009_Lok Sabha Debates.pdf,drugs
25-November-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/25-November-2009_Lok Sabha Debates.pdf,No keywords found
17-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/17-December-2009_Lok Sabha Debates.pdf,drugs
26-February-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/26-February-2010_Lok Sabha Debates.pdf,No keywords found
2-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/2-December-2009_Lok Sabha Debates.pdf,"drugs, sex"
14-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/14-December-2009_Lok Sabha Debates.pdf,drugs
3-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/3-December-2009_Lok Sabha Debates.pdf,drugs
7-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/7-December-2009_Lok Sabha Debates.pdf,drugs
10-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/10-December-2009_Lok Sabha Debates.pdf,drugs
11-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/11-December-2009_Lok Sabha Debates.pdf,"drugs, sex"
16-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/16-December-2009_Lok Sabha Debates.pdf,drugs
9-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/9-December-2009_Lok Sabha Debates.pdf,drugs
18-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/18-December-2009_Lok Sabha Debates.pdf,"abortion, drugs"
24-November-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/24-November-2009_Lok Sabha Debates.pdf,sex
4-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/4-December-2009_Lok Sabha Debates.pdf,"abortion, drugs, sex"
1-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/1-December-2009_Lok Sabha Debates.pdf,drugs
8-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/8-December-2009_Lok Sabha Debates.pdf,"drugs, sex"
25-February-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/25-February-2010_Lok Sabha Debates.pdf,"drugs, sex"
15-December-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/15-December-2009_Lok Sabha Debates.pdf,"drugs, sex"
10-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/10-March-2010_Lok Sabha Debates.pdf,"drugs, sex"
23-February-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/23-February-2010_Lok Sabha Debates.pdf,"drugs, sex"
11-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/11-March-2010_Lok Sabha Debates.pdf,"drugs, sex"
4-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/4-March-2010_Lok Sabha Debates.pdf,"drugs, sex"
24-February-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/24-February-2010_Lok Sabha Debates.pdf,drugs
16-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/16-April-2010_Lok Sabha Debates.pdf,"drugs, sex"
15-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/15-April-2010_Lok Sabha Debates.pdf,drugs
8-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/8-March-2010_Lok Sabha Debates.pdf,drugs
21-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/21-April-2010_Lok Sabha Debates.pdf,No keywords found
19-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/19-April-2010_Lok Sabha Debates.pdf,drugs
20-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/20-April-2010_Lok Sabha Debates.pdf,"drugs, sex"
16-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/16-March-2010_Lok Sabha Debates.pdf,drugs
22-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/22-April-2010_Lok Sabha Debates.pdf,"drugs, sex"
5-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/5-March-2010_Lok Sabha Debates.pdf,"drugs, sex"
3-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/3-March-2010_Lok Sabha Debates.pdf,No keywords found
12-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/12-March-2010_Lok Sabha Debates.pdf,"abortion, drugs"
26-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/26-April-2010_Lok Sabha Debates.pdf,"drugs, sex"
9-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/9-March-2010_Lok Sabha Debates.pdf,"drugs, sex"
23-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/23-April-2010_Lok Sabha Debates.pdf,"drugs, sex"
30-November-2009,/Users/Aaryan/Desktop/Lok Sabha Debates/2009/30-November-2009_Lok Sabha Debates.pdf,"abortion, drugs, sex"
29-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/29-April-2010_Lok Sabha Debates.pdf,drugs
3-May-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/3-May-2010_Lok Sabha Debates.pdf,drugs
5-May-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/5-May-2010_Lok Sabha Debates.pdf,drugs
27-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/27-April-2010_Lok Sabha Debates.pdf,"drugs, sex"
15-March-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/15-March-2010_Lok Sabha Debates.pdf,"drugs, sex"
28-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/28-April-2010_Lok Sabha Debates.pdf,drugs
4-May-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/4-May-2010_Lok Sabha Debates.pdf,"drugs, sex"
28-July-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/28-July-2010_Lok Sabha Debates.pdf,No keywords found
29-July-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/29-July-2010_Lok Sabha Debates.pdf,drugs
6-May-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/6-May-2010_Lok Sabha Debates.pdf,"drugs, sex"
27-July-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/27-July-2010_Lok Sabha Debates.pdf,"drugs, sex"
26-July-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/26-July-2010_Lok Sabha Debates.pdf,"drugs, sex"
7-May-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/7-May-2010_Lok Sabha Debates.pdf,drugs
30-April-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/30-April-2010_Lok Sabha Debates.pdf,"drugs, sex"
12-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/12-August-2010_Lok Sabha Debates.pdf,drugs
21-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/21-August-2010_Lok Sabha Debates.pdf,No keywords found
30-July-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/30-July-2010_Lok Sabha Debates.pdf,"abortion, drugs, sex"
5-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/5-August-2010_Lok Sabha Debates.pdf,drugs
2-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/2-August-2010_Lok Sabha Debates.pdf,drugs
4-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/4-August-2010_Lok Sabha Debates.pdf,"abortion, drugs, sex"
9-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/9-August-2010_Lok Sabha Debates.pdf,drugs
16-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/16-August-2010_Lok Sabha Debates.pdf,drugs
30-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/30-August-2010_Lok Sabha Debates.pdf,sex
31-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/31-August-2010_Lok Sabha Debates.pdf,"drugs, sex"
18-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/18-August-2010_Lok Sabha Debates.pdf,drugs
13-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/13-August-2010_Lok Sabha Debates.pdf,"drugs, sex"
11-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/11-August-2010_Lok Sabha Debates.pdf,"abortion, sex"
19-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/19-August-2010_Lok Sabha Debates.pdf,"drugs, sex"
3-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/3-August-2010_Lok Sabha Debates.pdf,"drugs, sex"
20-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/20-August-2010_Lok Sabha Debates.pdf,"drugs, sex"
17-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/17-August-2010_Lok Sabha Debates.pdf,drugs
26-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/26-August-2010_Lok Sabha Debates.pdf,"drugs, sex"
18-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/18-November-2010_Lok Sabha Debates.pdf,drugs
25-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/25-August-2010_Lok Sabha Debates.pdf,drugs
27-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/27-August-2010_Lok Sabha Debates.pdf,"drugs, sex"
11-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/11-November-2010_Lok Sabha Debates.pdf,drugs
10-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/10-November-2010_Lok Sabha Debates.pdf,"drugs, sex"
22-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/22-November-2010_Lok Sabha Debates.pdf,drugs
24-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/24-November-2010_Lok Sabha Debates.pdf,"drugs, sex"
6-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/6-August-2010_Lok Sabha Debates.pdf,abortion
25-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/25-November-2010_Lok Sabha Debates.pdf,drugs
2-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/2-December-2010_Lok Sabha Debates.pdf,drugs
21-February-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/21-February-2011_Lok Sabha Debates.pdf,No keywords found
23-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/23-November-2010_Lok Sabha Debates.pdf,"drugs, sex"
16-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/16-November-2010_Lok Sabha Debates.pdf,sex
26-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/26-November-2010_Lok Sabha Debates.pdf,"drugs, sex"
28-February-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/28-February-2011_Lok Sabha Debates.pdf,drugs
9-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/9-November-2010_Lok Sabha Debates.pdf,"drugs, sex"
1-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/1-December-2010_Lok Sabha Debates.pdf,drugs
6-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/6-December-2010_Lok Sabha Debates.pdf,drugs
3-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/3-December-2010_Lok Sabha Debates.pdf,"abortion, drugs, sex"
29-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/29-November-2010_Lok Sabha Debates.pdf,"drugs, sex"
9-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/9-December-2010_Lok Sabha Debates.pdf,drugs
13-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/13-December-2010_Lok Sabha Debates.pdf,drugs
19-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/19-November-2010_Lok Sabha Debates.pdf,"drugs, sex"
30-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/30-November-2010_Lok Sabha Debates.pdf,No keywords found
8-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/8-December-2010_Lok Sabha Debates.pdf,drugs
10-August-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/10-August-2010_Lok Sabha Debates.pdf,No keywords found
17-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/17-March-2011_Lok Sabha Debates.pdf,No keywords found
18-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/18-March-2011_Lok Sabha Debates.pdf,No keywords found
10-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/10-December-2010_Lok Sabha Debates.pdf,"drugs, sex"
22-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/22-March-2011_Lok Sabha Debates.pdf,drugs
23-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/23-March-2011_Lok Sabha Debates.pdf,No keywords found
3-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/3-March-2011_Lok Sabha Debates.pdf,drugs
25-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/25-March-2011_Lok Sabha Debates.pdf,drugs
7-December-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/7-December-2010_Lok Sabha Debates.pdf,drugs
10-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/10-March-2011_Lok Sabha Debates.pdf,drugs
24-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/24-March-2011_Lok Sabha Debates.pdf,drugs
24-February-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/24-February-2011_Lok Sabha Debates.pdf,drugs
15-November-2010,/Users/Aaryan/Desktop/Lok Sabha Debates/2010/15-November-2010_Lok Sabha Debates.pdf,"abortion, drugs, sex"
16-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/16-March-2011_Lok Sabha Debates.pdf,No keywords found
11-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/11-March-2011_Lok Sabha Debates.pdf,"drugs, sex"
7-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/7-March-2011_Lok Sabha Debates.pdf,"drugs, sex"
25-February-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/25-February-2011_Lok Sabha Debates.pdf,"drugs, sex"
22-February-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/22-February-2011_Lok Sabha Debates.pdf,"drugs, sex"
1-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/1-March-2011_Lok Sabha Debates.pdf,"drugs, sex"
9-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/9-March-2011_Lok Sabha Debates.pdf,"drugs, sex"
23-February-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/23-February-2011_Lok Sabha Debates.pdf,"drugs, sex"
19-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/19-August-2011_Lok Sabha Debates.pdf,No keywords found
14-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/14-March-2011_Lok Sabha Debates.pdf,"abortion, sex"
8-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/8-March-2011_Lok Sabha Debates.pdf,"drugs, sex"
15-March-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/15-March-2011_Lok Sabha Debates.pdf,"drugs, sex"
8-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/8-August-2011_Lok Sabha Debates.pdf,"drugs, sex"
30-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/30-August-2011_Lok Sabha Debates.pdf,No keywords found
3-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/3-August-2011_Lok Sabha Debates.pdf,"drugs, sex"
4-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/4-August-2011_Lok Sabha Debates.pdf,drugs
10-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/10-August-2011_Lok Sabha Debates.pdf,sex
5-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/5-August-2011_Lok Sabha Debates.pdf,"abortion, drugs, sex"
27-August-2011,/Users/Aaryan/Desktop/Lok Sabha Debates/2011/27-August-2011_Lok Sabha Debates.pdf,No keywords found
