Date,File Path,Keywords Found
30-March-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/30-March-1990_Lok Sabha Debates.pdf,drugs
6-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/6-April-1990_Lok Sabha Debates.pdf,sex
28-March-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/28-March-1990_Lok Sabha Debates.pdf,"drugs, sex"
10-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/10-April-1990_Lok Sabha Debates.pdf,drugs
11-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/11-April-1990_Lok Sabha Debates.pdf,drugs
17-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/17-April-1990_Lok Sabha Debates.pdf,drugs
12-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/12-April-1990_Lok Sabha Debates.pdf,drugs
16-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/16-April-1990_Lok Sabha Debates.pdf,"drugs, sex"
9-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/9-April-1990_Lok Sabha Debates.pdf,"drugs, sex"
19-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/19-April-1990_Lok Sabha Debates.pdf,drugs
26-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/26-April-1990_Lok Sabha Debates.pdf,"drugs, sex"
24-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/24-April-1990_Lok Sabha Debates.pdf,"drugs, sex"
7-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/7-May-1990_Lok Sabha Debates.pdf,No keywords found
23-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/23-April-1990_Lok Sabha Debates.pdf,"drugs, sex"
2-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/2-May-1990_Lok Sabha Debates.pdf,drugs
3-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/3-May-1990_Lok Sabha Debates.pdf,No keywords found
25-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/25-April-1990_Lok Sabha Debates.pdf,"drugs, sex"
30-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/30-April-1990_Lok Sabha Debates.pdf,No keywords found
18-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/18-April-1990_Lok Sabha Debates.pdf,"drugs, sex"
4-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/4-April-1990_Lok Sabha Debates.pdf,drugs
8-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/8-May-1990_Lok Sabha Debates.pdf,"drugs, sex"
10-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/10-May-1990_Lok Sabha Debates.pdf,drugs
4-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/4-May-1990_Lok Sabha Debates.pdf,sex
15-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/15-May-1990_Lok Sabha Debates.pdf,drugs
20-April-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/20-April-1990_Lok Sabha Debates.pdf,drugs
28-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/28-May-1990_Lok Sabha Debates.pdf,drugs
31-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/31-May-1990_Lok Sabha Debates.pdf,No keywords found
14-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/14-May-1990_Lok Sabha Debates.pdf,No keywords found
29-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/29-May-1990_Lok Sabha Debates.pdf,No keywords found
11-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/11-May-1990_Lok Sabha Debates.pdf,drugs
25-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/25-May-1990_Lok Sabha Debates.pdf,drugs
30-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/30-May-1990_Lok Sabha Debates.pdf,"abortion, drugs, sex"
21-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/21-May-1990_Lok Sabha Debates.pdf,No keywords found
18-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/18-May-1990_Lok Sabha Debates.pdf,"drugs, sex"
23-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/23-May-1990_Lok Sabha Debates.pdf,"drugs, sex"
22-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/22-May-1990_Lok Sabha Debates.pdf,"drugs, sex"
16-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/16-May-1990_Lok Sabha Debates.pdf,"abortion, drugs, sex"
17-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/17-May-1990_Lok Sabha Debates.pdf,drugs
24-May-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/24-May-1990_Lok Sabha Debates.pdf,drugs
8-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/8-August-1990_Lok Sabha Debates.pdf,"abortion, drugs, sex"
9-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/9-August-1990_Lok Sabha Debates.pdf,"abortion, drugs, sex"
17-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/17-August-1990_Lok Sabha Debates.pdf,"abortion, drugs"
10-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/10-August-1990_Lok Sabha Debates.pdf,"drugs, sex"
21-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/21-August-1990_Lok Sabha Debates.pdf,drugs
7-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/7-August-1990_Lok Sabha Debates.pdf,drugs
1-October-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/1-October-1990_Lok Sabha Debates.pdf,drugs
20-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/20-August-1990_Lok Sabha Debates.pdf,No keywords found
22-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/22-August-1990_Lok Sabha Debates.pdf,drugs
23-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/23-August-1990_Lok Sabha Debates.pdf,"abortion, drugs, sex"
28-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/28-August-1990_Lok Sabha Debates.pdf,"abortion, drugs"
4-October-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/4-October-1990_Lok Sabha Debates.pdf,No keywords found
24-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/24-August-1990_Lok Sabha Debates.pdf,drugs
31-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/31-August-1990_Lok Sabha Debates.pdf,drugs
5-October-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/5-October-1990_Lok Sabha Debates.pdf,drugs
27-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/27-August-1990_Lok Sabha Debates.pdf,No keywords found
30-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/30-August-1990_Lok Sabha Debates.pdf,No keywords found
4-September-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/4-September-1990_Lok Sabha Debates.pdf,drugs
16-November-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/16-November-1990_Lok Sabha Debates.pdf,No keywords found
7-November-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/7-November-1990_Lok Sabha Debates.pdf,No keywords found
5-September-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/5-September-1990_Lok Sabha Debates.pdf,"abortion, drugs"
21-February-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/21-February-1991_Lok Sabha Debates.pdf,No keywords found
6-September-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/6-September-1990_Lok Sabha Debates.pdf,drugs
7-September-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/7-September-1990_Lok Sabha Debates.pdf,drugs
29-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/29-August-1990_Lok Sabha Debates.pdf,"drugs, sex"
7-March-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/7-March-1991_Lok Sabha Debates.pdf,No keywords found
3-September-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/3-September-1990_Lok Sabha Debates.pdf,drugs
3-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/3-January-1991_Lok Sabha Debates.pdf,No keywords found
11-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/11-January-1991_Lok Sabha Debates.pdf,sex
12-March-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/12-March-1991_Lok Sabha Debates.pdf,No keywords found
16-August-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/16-August-1990_Lok Sabha Debates.pdf,"drugs, sex"
9-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/9-July-1991_Lok Sabha Debates.pdf,No keywords found
10-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/10-July-1991_Lok Sabha Debates.pdf,No keywords found
28-December-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/28-December-1990_Lok Sabha Debates.pdf,drugs
11-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/11-July-1991_Lok Sabha Debates.pdf,No keywords found
5-March-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/5-March-1991_Lok Sabha Debates.pdf,drugs
8-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/8-January-1991_Lok Sabha Debates.pdf,drugs
11-March-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/11-March-1991_Lok Sabha Debates.pdf,No keywords found
26-February-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/26-February-1991_Lok Sabha Debates.pdf,drugs
9-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/9-January-1991_Lok Sabha Debates.pdf,drugs
27-December-1990,/Users/Aaryan/Desktop/Lok Sabha Debates/1990/27-December-1990_Lok Sabha Debates.pdf,drugs
4-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/4-January-1991_Lok Sabha Debates.pdf,drugs
7-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/7-January-1991_Lok Sabha Debates.pdf,drugs
12-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/12-July-1991_Lok Sabha Debates.pdf,No keywords found
2-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/2-January-1991_Lok Sabha Debates.pdf,"drugs, sex"
22-February-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/22-February-1991_Lok Sabha Debates.pdf,No keywords found
27-February-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/27-February-1991_Lok Sabha Debates.pdf,"drugs, sex"
15-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/15-July-1991_Lok Sabha Debates.pdf,drugs
25-February-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/25-February-1991_Lok Sabha Debates.pdf,drugs
17-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/17-July-1991_Lok Sabha Debates.pdf,drugs
16-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/16-July-1991_Lok Sabha Debates.pdf,sex
20-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/20-July-1991_Lok Sabha Debates.pdf,drugs
6-March-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/6-March-1991_Lok Sabha Debates.pdf,"drugs, sex"
19-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/19-July-1991_Lok Sabha Debates.pdf,drugs
10-January-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/10-January-1991_Lok Sabha Debates.pdf,drugs
18-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/18-July-1991_Lok Sabha Debates.pdf,sex
24-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/24-July-1991_Lok Sabha Debates.pdf,drugs
30-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/30-July-1991_Lok Sabha Debates.pdf,No keywords found
25-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/25-July-1991_Lok Sabha Debates.pdf,drugs
31-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/31-July-1991_Lok Sabha Debates.pdf,drugs
26-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/26-July-1991_Lok Sabha Debates.pdf,drugs
29-July-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/29-July-1991_Lok Sabha Debates.pdf,"drugs, sex"
2-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/2-August-1991_Lok Sabha Debates.pdf,drugs
8-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/8-August-1991_Lok Sabha Debates.pdf,No keywords found
1-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/1-August-1991_Lok Sabha Debates.pdf,"drugs, sex"
6-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/6-August-1991_Lok Sabha Debates.pdf,No keywords found
4-March-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/4-March-1991_Lok Sabha Debates.pdf,drugs
7-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/7-August-1991_Lok Sabha Debates.pdf,"drugs, sex"
9-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/9-August-1991_Lok Sabha Debates.pdf,No keywords found
5-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/5-August-1991_Lok Sabha Debates.pdf,drugs
14-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/14-August-1991_Lok Sabha Debates.pdf,drugs
20-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/20-August-1991_Lok Sabha Debates.pdf,drugs
13-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/13-August-1991_Lok Sabha Debates.pdf,"drugs, sex"
22-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/22-August-1991_Lok Sabha Debates.pdf,drugs
21-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/21-August-1991_Lok Sabha Debates.pdf,drugs
27-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/27-August-1991_Lok Sabha Debates.pdf,No keywords found
12-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/12-August-1991_Lok Sabha Debates.pdf,"abortion, drugs, sex"
19-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/19-August-1991_Lok Sabha Debates.pdf,"drugs, sex"
28-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/28-August-1991_Lok Sabha Debates.pdf,"drugs, sex"
23-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/23-August-1991_Lok Sabha Debates.pdf,drugs
3-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/3-September-1991_Lok Sabha Debates.pdf,No keywords found
5-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/5-September-1991_Lok Sabha Debates.pdf,drugs
26-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/26-August-1991_Lok Sabha Debates.pdf,"abortion, drugs, sex"
30-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/30-August-1991_Lok Sabha Debates.pdf,"drugs, sex"
29-August-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/29-August-1991_Lok Sabha Debates.pdf,sex
16-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/16-September-1991_Lok Sabha Debates.pdf,"drugs, sex"
6-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/6-September-1991_Lok Sabha Debates.pdf,drugs
18-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/18-September-1991_Lok Sabha Debates.pdf,sex
4-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/4-September-1991_Lok Sabha Debates.pdf,drugs
17-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/17-September-1991_Lok Sabha Debates.pdf,No keywords found
14-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/14-September-1991_Lok Sabha Debates.pdf,drugs
9-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/9-September-1991_Lok Sabha Debates.pdf,drugs
10-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/10-September-1991_Lok Sabha Debates.pdf,"abortion, drugs, sex"
12-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/12-September-1991_Lok Sabha Debates.pdf,sex
13-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/13-September-1991_Lok Sabha Debates.pdf,"drugs, sex"
11-September-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/11-September-1991_Lok Sabha Debates.pdf,drugs
20-November-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/20-November-1991_Lok Sabha Debates.pdf,drugs
19-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/19-December-1991_Lok Sabha Debates.pdf,No keywords found
5-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/5-December-1991_Lok Sabha Debates.pdf,sex
28-November-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/28-November-1991_Lok Sabha Debates.pdf,No keywords found
22-November-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/22-November-1991_Lok Sabha Debates.pdf,drugs
26-November-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/26-November-1991_Lok Sabha Debates.pdf,drugs
24-February-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/24-February-1992_Lok Sabha Debates.pdf,No keywords found
9-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/9-December-1991_Lok Sabha Debates.pdf,No keywords found
27-November-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/27-November-1991_Lok Sabha Debates.pdf,drugs
3-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/3-December-1991_Lok Sabha Debates.pdf,drugs
29-November-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/29-November-1991_Lok Sabha Debates.pdf,drugs
29-February-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/29-February-1992_Lok Sabha Debates.pdf,drugs
25-November-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/25-November-1991_Lok Sabha Debates.pdf,"drugs, sex"
12-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/12-December-1991_Lok Sabha Debates.pdf,No keywords found
4-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/4-December-1991_Lok Sabha Debates.pdf,"drugs, sex"
2-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/2-December-1991_Lok Sabha Debates.pdf,"drugs, sex"
6-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/6-December-1991_Lok Sabha Debates.pdf,drugs
11-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/11-December-1991_Lok Sabha Debates.pdf,drugs
16-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/16-December-1991_Lok Sabha Debates.pdf,drugs
10-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/10-December-1991_Lok Sabha Debates.pdf,drugs
17-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/17-December-1991_Lok Sabha Debates.pdf,"drugs, sex"
13-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/13-December-1991_Lok Sabha Debates.pdf,drugs
24-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/24-March-1992_Lok Sabha Debates.pdf,No keywords found
25-February-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/25-February-1992_Lok Sabha Debates.pdf,"drugs, sex"
26-February-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/26-February-1992_Lok Sabha Debates.pdf,"drugs, sex"
18-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/18-December-1991_Lok Sabha Debates.pdf,drugs
9-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/9-March-1992_Lok Sabha Debates.pdf,No keywords found
10-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/10-March-1992_Lok Sabha Debates.pdf,"drugs, sex"
27-February-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/27-February-1992_Lok Sabha Debates.pdf,"drugs, sex"
4-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/4-March-1992_Lok Sabha Debates.pdf,drugs
11-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/11-March-1992_Lok Sabha Debates.pdf,"drugs, sex"
5-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/5-March-1992_Lok Sabha Debates.pdf,drugs
28-February-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/28-February-1992_Lok Sabha Debates.pdf,drugs
6-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/6-March-1992_Lok Sabha Debates.pdf,"abortion, drugs"
12-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/12-March-1992_Lok Sabha Debates.pdf,No keywords found
18-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/18-March-1992_Lok Sabha Debates.pdf,drugs
3-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/3-March-1992_Lok Sabha Debates.pdf,drugs
13-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/13-March-1992_Lok Sabha Debates.pdf,drugs
16-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/16-March-1992_Lok Sabha Debates.pdf,No keywords found
31-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/31-March-1992_Lok Sabha Debates.pdf,drugs
2-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/2-April-1992_Lok Sabha Debates.pdf,No keywords found
20-December-1991,/Users/Aaryan/Desktop/Lok Sabha Debates/1991/20-December-1991_Lok Sabha Debates.pdf,"drugs, sex"
27-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/27-March-1992_Lok Sabha Debates.pdf,drugs
30-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/30-March-1992_Lok Sabha Debates.pdf,No keywords found
26-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/26-March-1992_Lok Sabha Debates.pdf,drugs
9-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/9-April-1992_Lok Sabha Debates.pdf,drugs
7-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/7-April-1992_Lok Sabha Debates.pdf,drugs
17-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/17-March-1992_Lok Sabha Debates.pdf,drugs
3-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/3-April-1992_Lok Sabha Debates.pdf,drugs
6-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/6-April-1992_Lok Sabha Debates.pdf,"drugs, sex"
21-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/21-April-1992_Lok Sabha Debates.pdf,drugs
1-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/1-April-1992_Lok Sabha Debates.pdf,drugs
10-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/10-April-1992_Lok Sabha Debates.pdf,drugs
28-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/28-April-1992_Lok Sabha Debates.pdf,"drugs, sex"
23-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/23-March-1992_Lok Sabha Debates.pdf,"drugs, sex"
23-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/23-April-1992_Lok Sabha Debates.pdf,No keywords found
20-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/20-April-1992_Lok Sabha Debates.pdf,drugs
30-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/30-April-1992_Lok Sabha Debates.pdf,drugs
8-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/8-April-1992_Lok Sabha Debates.pdf,drugs
11-May-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/11-May-1992_Lok Sabha Debates.pdf,drugs
27-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/27-April-1992_Lok Sabha Debates.pdf,drugs
22-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/22-April-1992_Lok Sabha Debates.pdf,drugs
24-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/24-April-1992_Lok Sabha Debates.pdf,drugs
29-April-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/29-April-1992_Lok Sabha Debates.pdf,drugs
7-May-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/7-May-1992_Lok Sabha Debates.pdf,drugs
5-May-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/5-May-1992_Lok Sabha Debates.pdf,"drugs, sex"
25-March-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/25-March-1992_Lok Sabha Debates.pdf,"drugs, sex"
12-May-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/12-May-1992_Lok Sabha Debates.pdf,"drugs, sex"
4-May-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/4-May-1992_Lok Sabha Debates.pdf,drugs
8-May-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/8-May-1992_Lok Sabha Debates.pdf,drugs
10-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/10-July-1992_Lok Sabha Debates.pdf,drugs
6-May-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/6-May-1992_Lok Sabha Debates.pdf,drugs
23-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/23-July-1992_Lok Sabha Debates.pdf,drugs
9-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/9-July-1992_Lok Sabha Debates.pdf,drugs
24-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/24-July-1992_Lok Sabha Debates.pdf,drugs
8-August-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/8-August-1992_Lok Sabha Debates.pdf,No keywords found
16-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/16-July-1992_Lok Sabha Debates.pdf,drugs
8-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/8-July-1992_Lok Sabha Debates.pdf,drugs
13-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/13-July-1992_Lok Sabha Debates.pdf,No keywords found
21-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/21-July-1992_Lok Sabha Debates.pdf,"drugs, sex"
17-August-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/17-August-1992_Lok Sabha Debates.pdf,No keywords found
28-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/28-July-1992_Lok Sabha Debates.pdf,"drugs, sex"
15-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/15-July-1992_Lok Sabha Debates.pdf,drugs
17-July-1992,/Users/Aaryan/Desktop/Lok Sabha Debates/1992/17-July-1992_Lok Sabha Debates.pdf,drugs
